Artist,Track,acousticness,danceability,duration_ms,energy,followers,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),0.00764,0.825,163810,0.383,117,0.941,10,0.127,-14.806,0,1,0.133,126.031,4,0.0343
Lele Pons,Celoso,0.352,0.746,179693,0.703,350831,0.0,4,0.331,-4.179,0,69,0.107,166.043,4,0.667
Juice WRLD,Lucid Dreams,0.349,0.511,239836,0.566,8957137,0.0,6,0.34,-7.23,0,89,0.2,83.903,4,0.218
Billie Eilish,you should see me in a crown,0.462,0.678,180953,0.533,24200807,0.219,4,0.139,-10.485,1,83,0.186,150.455,4,0.323
Loote,Back Together,0.255,0.769,183280,0.569,111548,0.0,7,0.0964,-5.615,1,52,0.191,110.032,4,0.485
Eminem,Lucky You (feat. Joyner Lucas),0.0627,0.876,244679,0.786,34338691,0.0,10,0.127,-4.884,0,79,0.306,153.068,4,0.575
LANY,Thick And Thin,0.059,0.697,212002,0.551,2385917,0.0,5,0.0762,-6.179,0,69,0.0282,99.996,4,0.339
NOTD,Been There Done That (feat. Tove Styrke),0.00954,0.496,197113,0.793,113520,0.0,5,0.325,-6.122,1,59,0.297,191.928,4,0.62
Shawn Mendes,Under Pressure,0.2,0.667,233029,0.478,25660460,0.0,2,0.0927,-5.345,1,60,0.0316,113.502,4,0.337
Jess Kent,Girl,0.0142,0.712,214084,0.604,6279,5.58e-06,7,0.311,-5.758,1,28,0.0356,117.996,4,0.563
Logic,ICONIC (ft. Jaden Smith),0.00575,0.388,298133,0.777,4572329,0.0,1,0.288,-5.55,1,62,0.241,175.933,4,0.192
J Balvin,No Es Justo,0.161,0.684,250840,0.811,18973848,0.000363,7,0.0871,-4.494,1,71,0.0714,87.866,4,0.721
Los Angeles Azules,Cómo Te Voy A Olvidar,0.269,0.672,267827,0.453,2945780,2.44e-06,11,0.138,-7.896,0,69,0.0557,83.123,4,0.674
La Sonora Dinamita,Mil Horas,0.111,0.737,226600,0.688,880888,0.00265,3,0.0851,-9.032,1,51,0.0388,100.995,4,0.826
Raymix,Oye Mujer,0.168,0.746,259240,0.585,317139,0.0,4,0.264,-5.937,0,69,0.0491,90.992,4,0.948
Aaron Y Su Grupo Ilusion,Todo Me Gusta De Ti,0.176,0.64,247893,0.505,256855,0.0,10,0.0769,-5.766,1,67,0.0362,180.625,4,0.786
Selena,Baila Esta Cumbia,0.52,0.711,161907,0.803,1131149,8.37e-06,0,0.0987,-4.58,1,64,0.124,182.92,4,0.787
Fito Olivares,Juana La Cubana,0.763,0.467,190800,0.619,16496,0.00545,5,0.181,-10.079,1,53,0.0359,176.296,4,0.826
Becky G,Mayores - Urban Tropical,0.0398,0.716,210840,0.853,8074328,0.115,10,0.353,-3.809,1,46,0.0487,97.008,4,0.859
Grupo Cañaveral De Humberto Pabón,Tiene Espinas El Rosal,0.0343,0.68,237960,0.423,113842,0.0,11,0.0925,-11.112,0,69,0.136,169.184,4,0.822
Sonora Tropicana,Que Bello,0.734,0.908,222400,0.53,136325,4.72e-06,2,0.0423,-5.506,1,51,0.0337,103.075,4,0.956
Los Angeles Azules,Cumbia Pa' Gozar,0.161,0.755,207830,0.492,2945780,0.000316,10,0.12,-7.745,1,48,0.0489,90.132,4,0.904
Tropical Panamá,La Chica Que Soñé,0.274,0.719,190773,0.532,74786,0.000899,0,0.176,-7.598,1,54,0.0473,176.743,4,0.822
Becky G,Sin Pijama - Kumbia Remix,0.048,0.642,204288,0.785,8074328,2.84e-06,11,0.0705,-6.0,0,50,0.0378,188.003,4,0.97
Fito Olivares,La Negra Catalina,0.13,0.612,189213,0.588,16496,1.35e-05,5,0.0695,-11.039,1,46,0.0457,178.904,4,0.937
Grupo Kual?,Rumba Frenesi,0.0702,0.567,311387,0.704,224983,0.0,8,0.0951,-7.425,0,60,0.045,184.237,4,0.666
Los Angeles Azules,Nunca Es Suficiente,0.398,0.789,266213,0.518,2945780,0.0,2,0.0891,-5.417,0,67,0.0406,94.001,4,0.78
Rayito Colombiano,Muchachita Consentida,0.288,0.778,211813,0.612,336658,8.98e-05,5,0.091,-6.12,1,68,0.0601,84.78,4,0.928
Fito Olivares,Cumbia Caliente,0.114,0.77,189227,0.525,16496,1.41e-05,9,0.0487,-9.943,0,46,0.0589,95.508,4,0.935
Los Angeles Azules,Mi Niña Mujer,0.395,0.49,194107,0.631,2945780,0.0,7,0.0645,-4.386,1,54,0.0335,85.898,4,0.796
Los Plebeyos,El Pipiripau,0.173,0.715,126693,0.843,30359,1.34e-06,7,0.232,-4.211,1,50,0.0388,90.311,4,0.965
La Sonora Dinamita,Se Me Perdio La Cadenita,0.0253,0.532,157107,0.682,880888,0.0,9,0.0822,-8.79,1,59,0.0495,96.341,4,0.715
Selena,Techno Cumbia,0.543,0.661,227440,0.619,1131149,0.0,6,0.0883,-11.348,1,53,0.0757,181.967,4,0.952
La Sonora Dinamita,Amor de Mis Amores,0.36,0.669,246653,0.824,880888,8.84e-05,4,0.124,-5.127,0,53,0.0514,104.031,4,0.9
Sonora Tropicana,El Hombre Que Yo Amo,0.701,0.486,247000,0.602,136325,0.0,7,0.0652,-2.395,0,54,0.0569,201.667,4,0.825
Marco Antonio Solís,Más Que Tu Amigo,0.221,0.786,209507,0.604,2581481,0.0166,0,0.063,-7.608,0,67,0.0413,97.461,4,0.81
Fito Olivares,La Gallina,0.111,0.863,161800,0.871,16496,0.264,10,0.0887,-7.524,1,47,0.0391,91.732,4,0.969
Los Angeles Azules,Mis Sentimientos,0.223,0.749,216987,0.7,2945780,0.000218,0,0.0716,-4.717,0,58,0.0314,92.991,4,0.836
Los Plebeyos,Pégale Papá,0.0675,0.732,174293,0.888,880888,2.1e-06,9,0.0591,-4.583,1,36,0.192,102.057,4,0.861
La Sonora Dinamita,Mi Cucu,0.142,0.743,234707,0.858,880888,5.78e-06,7,0.311,-5.836,1,52,0.0369,104.815,4,0.917
Los Warahuaco,El Pescador de Barú,0.242,0.779,174733,0.612,9265,0.0,5,0.0454,-8.521,0,34,0.0422,98.258,4,0.874
"Gladys ""La bomba tucumana""",La Pollera Amarilla,0.48,0.848,183707,0.684,7033,0.0,0,0.0639,-5.103,0,36,0.058,98.372,4,0.958
Afrosound,La Danza de los Mirlos,0.213,0.771,174520,0.75,14306,0.202,7,0.097,-6.33,1,26,0.0423,93.735,4,0.924
Aniceto Molina,La Negra Caderona,0.574,0.727,266467,0.838,118436,0.000401,0,0.0497,-6.779,1,46,0.0409,95.86,4,0.709
A.B. Quintanilla III Y Los Kumbia Kings,Azúcar,0.376,0.663,210120,0.703,59799,0.0,2,0.21,-3.763,0,50,0.0537,195.969,4,0.932
Sonora Dinamica De Colombia,Maruja,0.112,0.848,229600,0.569,38652,0.000877,7,0.0446,-11.263,1,37,0.0448,97.035,4,0.753
Los Auténticos Decadentes,Amor (Ft. Mon Laferte) - Mtv Unplugged,0.0339,0.597,312443,0.818,1115277,0.0,9,0.978,-5.317,0,65,0.0472,92.869,4,0.688
Los Corraleros De Majagual,Los Sabanales,0.0731,0.805,162827,0.771,39813,1.37e-06,11,0.0537,-4.689,0,28,0.0608,121.895,4,0.841
La Sonora Dinamita,Oye,0.414,0.752,201600,0.858,880888,2.75e-05,0,0.187,-3.451,1,44,0.0293,106.012,4,0.912
Caifanes,La Negra Tomasa - Bilongo - Versión Tropical,0.234,0.53,472400,0.683,1847975,0.311,2,0.274,-7.13,1,62,0.0313,174.441,4,0.694
Los Bukis,Encadenada A Mi - Cumbia,0.0576,0.706,229880,0.6,1243198,5.43e-06,7,0.231,-11.936,1,55,0.0318,155.546,4,0.977
J Balvin,Ginza - Cumbia Remix,0.0331,0.548,175533,0.787,18973848,7.21e-05,5,0.243,-2.842,0,28,0.0543,179.942,4,0.932
Daddy Yankee,Noche de Entierro - Cumbia Remix,0.19,0.818,249747,0.958,676587,0.000564,9,0.0914,-3.597,0,23,0.0668,97.002,4,0.922
Thalía,Tu Y Yo - Cumbia Remix,0.102,0.689,232480,0.572,2515307,2.13e-06,5,0.332,-6.8,0,46,0.0725,159.894,4,0.859
El Dusty,Cumbia Anthem,0.00193,0.742,221173,0.911,7855,0.0981,9,0.0884,-2.912,1,29,0.0696,91.983,4,0.246
Ismael Serrano,Los Invisibles - El Hijo de la Cumbia Remix,0.133,0.682,276724,0.403,216318,0.00491,0,0.393,-11.144,1,36,0.238,170.026,4,0.601
El Hijo De La Cumbia,Para Bailar - Alika Y Nueva Alianza Remix,0.106,0.819,205453,0.883,11200,0.00419,10,0.0538,-2.56,0,32,0.0628,93.986,4,0.973
Bronco,Sergio el Bailador,0.306,0.789,169600,0.67,1164767,0.0,7,0.0435,-12.263,1,63,0.0578,89.532,4,0.984
Grupo Bryndis,Tu Traición,0.199,0.728,214293,0.68,778524,0.000942,7,0.126,-9.143,1,61,0.0342,84.566,4,0.946
Rigo Tovar,Mi Matamoros Querido,0.224,0.575,188467,0.61,377589,2.63e-05,10,0.194,-5.619,1,43,0.029,109.817,4,0.686
Grupo Cañaveral De Humberto Pabón,Echarme Al Olvido,0.0717,0.781,280827,0.344,113842,0.0,0,0.0628,-12.779,1,60,0.0836,89.605,4,0.558
Grupo Sonador,El Paso Del Gigante,0.397,0.824,216613,0.72,880888,2.65e-06,2,0.0333,-7.383,1,60,0.184,88.375,4,0.715
Laura Leon,Suavecito Suavecito,0.665,0.747,225720,0.479,65507,0.0,0,0.0621,-11.398,1,60,0.0417,96.268,4,0.923
Mi Sonora,Que Nadie Sepa Mi Sufrir,0.424,0.82,240333,0.442,468401,0.0,4,0.145,-7.988,0,48,0.0552,95.972,4,0.904
Pepe Gomez Jr. y su Grupo Union 82,El Piropo,0.13,0.822,231973,0.659,4576,0.0,5,0.106,-4.321,1,56,0.0418,94.973,4,0.701
Grupo Kual?,Las Mujeres No Se Acaban,0.0191,0.55,270507,0.812,224983,0.00804,5,0.12,-7.297,0,58,0.0439,193.952,4,0.723
La Tropa Vallenata,La Pollera Colora,0.134,0.666,228885,0.678,101901,0.000146,5,0.609,-6.052,0,43,0.0603,101.551,4,0.873
Los Angeles De Charly,Me Volví A Acordar De Ti,0.0541,0.678,237093,0.512,485152,0.0,2,0.369,-6.532,1,63,0.0275,145.968,4,0.746
Alberto Pedraza,Guaracha Sabrosona,0.0309,0.759,219089,0.494,87015,0.00211,9,0.0523,-9.061,0,63,0.217,180.834,4,0.581
Los Telez,Yo Soy Tu Maestro,0.189,0.819,276813,0.546,73725,0.0,5,0.131,-8.095,0,56,0.057,155.034,4,0.888
Aaron Y Su Grupo Ilusion,El Embrujo,0.163,0.818,218747,0.712,256855,3.7e-05,7,0.0893,-5.744,1,59,0.0324,96.522,4,0.678
Chico Che,De quen chon,0.697,0.852,167467,0.676,58007,2.12e-05,9,0.0635,-10.635,1,46,0.0711,117.85,4,0.961
Grupo Sonador,El Gigante De Hierro,0.0993,0.865,216347,0.627,76874,0.0173,9,0.0505,-11.4,0,59,0.0987,90.035,4,0.855
Cumbias Clasicas,Pedacito De Mi Vida ( Quimika),0.259,0.773,217213,0.758,880888,2.23e-06,2,0.168,-4.529,0,0,0.0371,92.027,4,0.887
La Tropa Vallenata,Los Caminos De La Vida,0.384,0.624,291133,0.698,101901,0.0,2,0.114,-6.262,0,66,0.03,151.519,4,0.946
Grupo Sonador,El Gigante de Hierro,0.0993,0.865,216347,0.627,76874,0.0173,9,0.0505,-11.4,0,59,0.0987,90.035,4,0.855
Margarita la diosa de la cumbia,Escandalo,0.0391,0.917,288560,0.571,160390,0.0116,4,0.138,-6.456,0,59,0.0308,99.879,4,0.924
Los Papis RA7,Estupido (feat. Janeth Guadalupe),0.242,0.594,299285,0.68,48798,2.42e-06,7,0.117,-4.851,1,58,0.0341,206.085,4,0.888
Raymix,¿Dónde Estarás?,0.136,0.551,231107,0.544,317139,0.0,7,0.192,-7.608,0,62,0.0302,181.859,4,0.916
Daft Punk,One More Time,0.0193,0.611,320357,0.697,6142749,0.0,2,0.332,-8.618,1,75,0.133,122.752,4,0.476
Benny Benassi,Satisfaction,0.000828,0.668,240056,0.86,237,0.609,6,0.105,-7.456,1,20,0.0346,127.978,4,0.834
Steve Angello,Show Me Love - Radio Edit,0.517,0.654,184846,0.856,500630,0.0,5,0.128,-4.197,1,49,0.0586,129.928,4,0.574
4 Strings,Take Me Away - Vocal Radio Mix,0.00213,0.617,190427,0.79,27396,0.0455,3,0.159,-6.983,0,56,0.0365,138.004,4,0.267
Joachim Garraud,The World Is Mine,0.000125,0.682,219947,0.93,21191644,0.0123,11,0.0481,-4.036,0,55,0.0846,127.867,4,0.46
Eric Prydz,Pjanoo - Radio Edit,0.000563,0.604,157432,0.874,379095,0.812,7,0.112,-4.949,0,66,0.0295,125.99,4,0.835
Bob Sinclar,"World, Hold On - Radio Edit",0.0829,0.604,172073,0.894,418052,0.000564,11,0.201,-3.796,1,64,0.199,122.884,4,0.669
Robert Miles,Children,0.936,0.282,188093,0.351,510,0.871,5,0.135,-11.645,0,20,0.0456,63.268,4,0.134
Edun,Put `em Up,0.00441,0.65,211600,0.867,241,0.000299,5,0.163,-3.786,0,32,0.0434,130.056,4,0.74
Kaskade,Step One Two,0.0489,0.741,200320,0.762,767673,0.0146,11,0.113,-7.005,0,38,0.0464,127.976,4,0.561
The Shapeshifters,Lola's Theme,0.000392,0.739,205107,0.663,37706,0.000694,5,0.136,-10.396,0,42,0.0458,123.928,4,0.736
Ferry Corsten,Beautiful,0.000441,0.533,478913,0.753,187638,0.444,11,0.0649,-9.243,0,27,0.0427,134.998,4,0.766
Guru Josh Project,Infinity 2008 - Klaas Vocal Edit,0.000313,0.498,192294,0.862,42044,0.00941,7,0.352,-6.02,0,68,0.0589,128.034,4,0.47
Nadia Ali,Rapture - Avicii New Generation Radio Edit,0.0185,0.558,221543,0.934,87762,0.21,10,0.275,-4.072,0,55,0.0355,130.008,4,0.385
ATB,Behind - ATB vs Callea Re-Edit,0.0775,0.571,170308,0.841,215844,1.55e-05,3,0.114,-5.262,0,14,0.055,131.004,4,0.52
Hardrive,Deep Inside,0.00842,0.785,390560,0.855,4469,0.00222,11,0.148,-7.425,0,52,0.0678,123.664,4,0.805
UNA,You're Not Alone - Vocal Radio Edit,0.117,0.586,223520,0.814,49,0.000497,10,0.581,-7.041,1,30,0.0396,131.008,3,0.425
Ferry Corsten,Fire,6.59e-06,0.502,271587,0.771,187638,0.848,0,0.0929,-9.059,0,38,0.0252,131.999,4,0.633
Mischa Daniels,Another Place - Radio Edit,0.0217,0.679,216552,0.786,7434,0.00244,6,0.352,-5.34,0,33,0.0633,127.987,4,0.345
Alex Gaudino,Destination Calabria - Radio Edit,0.0015,0.627,223112,0.954,79922,0.000814,2,0.292,-4.804,1,70,0.0425,128.016,4,0.312
T2,Heartbroken - Edit,0.0258,0.716,178614,0.757,4427,0.00392,11,0.16,-5.438,0,64,0.0329,139.985,4,0.877
Faithless,Insomnia - Radio Edit,0.0352,0.711,213547,0.756,880888,0.00313,7,0.138,-10.637,1,47,0.0302,127.108,4,0.493
Леонид Руденко,Summerfish - Scandall Sunset On Ibiza Instrumental,0.0218,0.673,357160,0.939,21043,0.884,6,0.0821,-5.344,1,35,0.0964,130.738,4,0.0373
Moby,Go (Radio Edit),5.23e-05,0.669,218000,0.848,1152743,0.931,4,0.0943,-9.412,0,56,0.05,125.881,4,0.515
Ferry Corsten,We Belong - Radio Edit,0.000181,0.532,190973,0.858,187638,0.248,5,0.35,-7.16,0,16,0.0393,130.019,4,0.683
Paul Oakenfold,Ready Steady Go,0.00154,0.556,253933,0.944,134090,0.0295,1,0.209,-5.556,0,51,0.0296,128.012,4,0.341
Axwell,Together - Radio Edit,0.000985,0.64,211533,0.939,1434920,0.483,4,0.0867,-6.844,1,47,0.0463,126.036,4,0.311
Bendj Feat Sushy,Me and Myself (Wolfgang Gartner Radio Edit),0.00646,0.482,172493,0.898,880888,0.0519,7,0.169,-4.167,1,25,0.3,127.803,4,0.526
Chris Lake,Only One (Radio Edit),0.0107,0.683,160627,0.678,880888,2.27e-05,9,0.822,-6.756,1,37,0.0332,126.988,4,0.45
Steve Forte Rio;Lindsey Ray,Slumber - Original Mix,0.000772,0.643,344493,0.826,4960428,0.481,0,0.307,-6.124,1,34,0.0381,127.997,4,0.312
Ercola,Every Word (feat. Daniella) - Wendel Kos Radio Edit,0.0349,0.65,213173,0.967,180,0.19,9,0.779,-5.674,1,38,0.13,127.995,4,0.319
Fragma,Toca Me - twoloud Radio Edit,0.0169,0.607,193530,0.852,29479,0.603,4,0.364,-5.106,0,50,0.0347,127.996,4,0.718
Flanders,Behind - Callea Radio Mix,0.0923,0.503,220320,0.582,633,3.7e-05,3,0.09,-8.173,0,34,0.069,125.665,4,0.149
The Cube Guys,Baba O'Riley (Radio Edit),0.000914,0.596,251707,0.809,880888,0.139,6,0.163,-7.95,1,35,0.0411,127.975,4,0.468
Kaskade,Eyes,0.462,0.35,210736,0.499,767673,0.873,9,0.11,-9.847,0,26,0.24,181.892,4,0.194
David Guetta,Baby When The Light,0.0259,0.587,208027,0.748,21191644,0.0,0,0.145,-7.621,1,54,0.035,129.956,4,0.25
Eric Prydz,Call On Me - Radio Edit,0.00362,0.606,169373,0.847,379095,0.00123,10,0.785,-5.974,1,34,0.382,126.272,4,0.471
Ida Corr,Let Me Think About It,0.00129,0.741,152581,0.914,286951,0.00174,5,0.166,-2.622,1,61,0.0391,128.948,4,0.712
Axwell,I Found U - Radio Edit,0.0655,0.657,171692,0.965,1434920,0.00254,1,0.698,-6.998,0,28,0.0756,129.977,4,0.259
Nicola Fasano,"75, Brazil Street (Radio Mix) - Nicola Fasano Vs Pat-Rich",0.00616,0.898,187402,0.593,4127,0.904,9,0.276,-6.211,0,50,0.0615,127.013,4,0.419
Dave Armstrong,Make Your Move - Radio Edit,0.00111,0.49,171280,0.955,872,0.063,5,0.0375,-3.23,0,38,0.371,127.963,4,0.368
Robyn,With Every Heartbeat - with Kleerup - Tong and Spoon Wonderland Remix,0.00389,0.799,434853,0.497,636119,0.781,8,0.065,-7.164,1,32,0.146,126.013,4,0.431
Sylvia Tosun,Underlying Feeling - Adam K & Soha Radio Edit,0.000681,0.698,224843,0.852,1799,0.156,6,0.0446,-7.204,0,43,0.07,126.02,4,0.158
Blanco White,Nocturne,0.662,0.572,247373,0.409,69768,0.296,3,0.125,-11.384,1,67,0.0377,129.983,4,0.351
Phoebe Bridgers,Killer + The Sound,0.982,0.397,475187,0.0998,190604,0.00476,0,0.1,-15.431,1,59,0.0371,127.362,4,0.105
Apparat,Goodbye (with Soap & Skin),0.444,0.469,269490,0.449,257110,0.565,1,0.334,-14.377,0,43,0.0512,87.111,4,0.19
Adna,Beautiful Hell,0.927,0.526,176167,0.193,29471,0.000296,11,0.0876,-17.212,0,53,0.0349,120.098,4,0.125
Tusks,Toronto,0.431,0.32,199568,0.541,15738,0.513,6,0.139,-9.356,1,38,0.0395,174.804,4,0.208
Wickerbird,The Fold,0.873,0.311,216493,0.345,2557,0.919,0,0.109,-13.81,0,46,0.0357,113.831,4,0.0769
London Grammar,Wasting My Young Years,0.857,0.543,204213,0.311,1016604,0.000684,5,0.0983,-10.018,0,50,0.0361,126.86,4,0.134
CLOVES,Don't Forget About Me,0.822,0.494,268854,0.243,76183,0.00225,5,0.147,-9.083,0,64,0.0316,126.063,4,0.0722
Daughter,Smother,0.927,0.332,240560,0.139,1024429,0.0451,10,0.124,-16.473,0,55,0.0369,124.937,4,0.112
Billie Marten,Milk & Honey - Alt Version,0.949,0.318,288493,0.193,138127,0.0328,11,0.095,-14.794,0,50,0.0573,170.414,3,0.0753
Twin Caverns,Swell,0.734,0.581,243667,0.425,4773,0.000655,2,0.0904,-8.604,0,42,0.0654,140.544,4,0.23
SYML,The War,0.586,0.246,354267,0.19,235327,0.000877,9,0.0568,-12.596,0,55,0.0376,126.653,4,0.0393
RY X,Deliverance,0.616,0.404,230379,0.4,266528,0.534,6,0.101,-12.22,0,43,0.0402,114.953,4,0.115
Jill Andrews,Lost It All,0.0233,0.565,223656,0.386,20137,0.00113,7,0.109,-11.856,0,47,0.0299,73.019,3,0.184
Agnes Obel,Riverside,0.984,0.648,230547,0.189,528802,0.000375,9,0.132,-13.553,0,49,0.0311,98.891,3,0.231
Banks,Waiting Game,0.658,0.334,207719,0.397,881490,0.00014,5,0.136,-10.313,0,59,0.0328,129.127,4,0.225
Broods,Sleep Baby Sleep,0.0725,0.577,180068,0.54,429602,5.26e-05,0,0.134,-7.247,1,44,0.0443,153.933,4,0.395
Ben Howard,I Forget Where We Were,0.475,0.305,281213,0.462,1707348,0.122,0,0.0916,-9.57,1,63,0.0338,113.47,4,0.181
Julien Baker,Appointments,0.938,0.418,273467,0.273,174091,4.06e-05,0,0.0897,-8.887,1,52,0.0305,110.623,3,0.0585
Dermot Kennedy,Glory,0.0327,0.551,222173,0.604,587923,0.0,2,0.0836,-7.448,1,62,0.0434,76.514,4,0.18
Tuvaband,Everything We Do Is Wrong,0.97,0.343,247589,0.294,10704,0.532,9,0.0745,-11.564,0,43,0.0367,110.587,4,0.0737
Puzzle Muteson,By Night,0.973,0.481,218332,0.261,5309,0.00568,11,0.112,-12.153,0,54,0.0292,91.995,4,0.495
The Deep Dark Woods,The Place I Left Behind,0.159,0.49,244840,0.463,19476,0.0771,9,0.117,-8.455,1,48,0.0326,125.989,4,0.409
Hozier,Arsonist's Lullabye,0.673,0.463,266547,0.373,3866511,0.0745,6,0.118,-10.666,0,60,0.0362,64.831,4,0.184
Brooke Annibale,Hold On,0.162,0.284,229933,0.446,6095,0.0749,8,0.166,-11.035,0,45,0.0341,117.387,3,0.148
Liz Longley,Rescue My Heart,0.715,0.273,205615,0.252,9641,0.00168,5,0.146,-11.117,0,45,0.0342,74.586,3,0.0412
Emily Jane White,Hands,0.512,0.489,202147,0.395,21438,0.881,9,0.118,-13.059,0,36,0.0265,135.02,4,0.196
Father John Misty,O I Long to Feel Your Arms Around Me,0.342,0.426,143240,0.456,535289,0.164,2,0.122,-8.055,1,45,0.0277,87.812,4,0.233
Rainbow Kitten Surprise,Devil Like Me,0.758,0.679,188280,0.63,363541,7.06e-05,2,0.111,-6.83,1,66,0.158,123.082,4,0.558
The National,I Need My Girl,0.867,0.523,245240,0.438,1173178,0.0723,0,0.123,-11.49,0,66,0.0356,126.028,4,0.106
In The Valley Below,Hymnal,0.608,0.44,266853,0.45,38578,0.355,5,0.423,-9.76,1,37,0.0275,79.988,4,0.266
London Grammar,Hey Now,0.396,0.648,207253,0.28,1016604,0.0785,5,0.106,-11.961,1,48,0.0333,120.058,4,0.0393
Hannah Cameron,What's It For,0.698,0.513,173725,0.425,740,0.127,4,0.112,-8.966,0,39,0.0279,144.178,3,0.246
Fleurie,Sirens,0.32,0.316,267093,0.543,139317,0.171,7,0.124,-7.099,1,47,0.0319,136.742,4,0.041
The Deep Dark Woods,Drifting on a Summer's Night,0.459,0.513,174867,0.493,19476,0.0942,2,0.112,-8.726,1,45,0.025,77.818,1,0.53
CLOVES,Wasted Time,0.0422,0.44,244040,0.436,76183,0.0216,9,0.221,-7.85,1,47,0.0363,139.688,4,0.188
The National,The System Only Dreams in Total Darkness,0.156,0.596,236747,0.912,1173178,0.794,0,0.584,-6.74,0,59,0.211,110.013,4,0.371
Liza Anne,"I Love You, But I Need Another Year",0.0932,0.253,222600,0.627,47423,0.002,11,0.137,-7.086,0,46,0.0678,169.517,4,0.257
Lucy Dacus,Dream State...,0.113,0.295,210614,0.278,106235,0.469,7,0.127,-9.867,1,44,0.0288,84.137,4,0.109
Ben Howard,In Dreams,0.614,0.49,213440,0.592,1707348,0.713,0,0.136,-13.54,1,57,0.0405,126.62,4,0.28
Waxahatchee,Recite Remorse,0.505,0.228,278067,0.381,90177,0.00441,9,0.106,-6.774,1,46,0.0307,112.824,4,0.173
Laura Marling,Devil's Resting Place,0.515,0.221,194467,0.59,351046,0.0636,2,0.0934,-12.299,0,38,0.0916,179.267,4,0.713
El Perro Del Mar,Fight For Life,0.447,0.196,250951,0.496,32369,0.103,0,0.117,-9.752,1,31,0.0409,166.628,3,0.0582
TORRES,Three Futures,0.24,0.534,244641,0.287,33799,0.213,7,0.0893,-11.5,1,42,0.0367,121.151,4,0.206
Marika Hackman,Deep Green,0.433,0.52,215729,0.583,76368,0.0198,9,0.197,-10.085,0,45,0.0311,98.99,4,0.236
Fear of Men,Sane,0.707,0.437,282232,0.268,11410,0.132,0,0.107,-14.363,1,40,0.0362,148.051,4,0.0395
Gabrielle Shonk,Habit,0.18,0.336,249413,0.459,7084,1.71e-06,7,0.105,-6.049,0,45,0.04,81.891,4,0.296
Sleep Thieves,Out of the Darkness,0.445,0.474,123160,0.513,5048,0.949,1,0.0968,-10.767,1,39,0.0323,105.958,4,0.0723
David Keenan,The Groundskeeper,0.824,0.43,383321,0.365,19289,0.000158,7,0.155,-7.848,1,42,0.0326,103.074,5,0.186
William Crighton,Smile,0.0602,0.321,362280,0.58,4368,0.146,1,0.253,-9.937,1,43,0.0341,113.791,4,0.329
King Charles,Loose Change for the Boatman,0.0589,0.267,242253,0.672,73973,0.00026,4,0.102,-4.65,1,43,0.0373,170.152,4,0.143
Mt. Wolf,Bohemia,0.369,0.0674,315973,0.382,25685,0.88,0,0.0895,-10.525,1,44,0.039,74.661,4,0.0368
Agnes Obel,Stretch Your Eyes - Radio Edit,0.797,0.544,247379,0.303,528802,0.665,8,0.294,-15.084,0,41,0.0292,141.886,3,0.489
Ailbhe Reddy,Distrust,0.256,0.343,213350,0.426,5881,0.00218,3,0.0857,-7.112,0,44,0.0303,111.158,4,0.135
Lena Fayre,Every Man Is a Warrior,0.42,0.367,196160,0.441,17899,0.0158,5,0.0787,-13.357,0,40,0.0533,88.491,4,0.262
Mammals,Depraved,0.499,0.745,233662,0.265,9033,0.628,1,0.104,-12.612,1,44,0.041,110.003,4,0.121
Joy Williams,Until the Levee,0.0843,0.446,160120,0.328,82975,3.15e-05,2,0.104,-9.653,1,40,0.0494,126.043,4,0.0436
Lucy Dacus,Night Shift,0.312,0.48,391829,0.31,106235,1.47e-05,9,0.113,-7.887,1,63,0.0258,86.149,4,0.16
alt-J,Hunger Of The Pine,0.785,0.6,299711,0.413,2508139,0.0289,7,0.109,-9.572,1,53,0.0258,93.618,4,0.0741
Laura Doggett,Beautiful Undone,0.864,0.357,203360,0.327,12297,0.0,10,0.0761,-11.403,0,41,0.0402,179.679,4,0.0832
Aoife O'Donovan,The King of All Birds,0.333,0.468,236400,0.621,26977,0.00473,9,0.115,-7.373,1,42,0.0339,81.433,4,0.262
Maddie Medley,Coming of Age,0.789,0.465,251693,0.302,2431,0.0,10,0.0856,-6.394,0,43,0.027,80.344,4,0.0827
Ruelle,Madness,0.273,0.509,211140,0.661,335278,4.89e-05,8,0.076,-4.334,0,60,0.0433,142.889,3,0.421
Jeff Buckley,Nightmares By The Sea,0.162,0.629,233333,0.857,633880,0.0517,8,0.0675,-5.761,1,41,0.0735,134.83,4,0.498
Fink,White Flag,0.443,0.584,303507,0.442,247482,0.614,9,0.158,-10.994,0,40,0.0249,105.025,4,0.36
Monica Heldal,Swan,0.207,0.183,328867,0.774,15820,0.0023,6,0.134,-8.382,1,35,0.0831,187.79,4,0.0943
Odina,I'm Not Asking,0.856,0.28,170160,0.302,4768,0.0295,9,0.104,-9.68,0,40,0.0297,155.032,4,0.107
Lydia Luce,Sausalito,0.826,0.347,222859,0.183,5419,2.94e-05,2,0.126,-11.149,1,57,0.0338,149.681,4,0.24
Tash Sultana,Notion,0.391,0.352,341000,0.414,1041961,0.00831,4,0.185,-6.6,0,58,0.0254,60.042,4,0.0688
